"","X_UWI_DISPLAY","UWI","SURFACE_LATITUDE","SURFACE_LONGITUDE","X_TD_TVD","DRILL_TD","X_ONPROD_DATE","RIG_RELEASE_DATE","PROFILE_TYPE","PSUM_POOL_NAME","PSUM_OPERATOR_NAME"
"5973","00/12-17-083-25W6/3","100121708325W603",56.212325,-121.93938,2340.06,4235,2013-09-11,2012-12-06,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"5974","00/12-23-086-01W6/0","100122308601W600",56.477458,-118.036233,880.52,1679,2007-02-01,2007-01-20,"Horizontal","MONTNEY C","EAGLE ENERGY INC."
"5975","00/13-17-084-25W6/0","100131708425W600",56.301484,-121.948493,2268.18,4305,NA,2017-01-29,"Horizontal","NA","CANBRIAM ENERGY INC."
"5976","00/13-25-087-24W6/2","100132508724W602",56.562967,-121.689369,NA,NA,NA,2017-10-11,"Horizontal","NA","YOHO RESOURCES INC."
"5977","00/13-26-083-25W6/0","100132608325W600",56.244971,-121.876164,2225.56,4823,2014-11-08,2014-08-19,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"5978","00/13-27-087-06W6/2","100132708706W602",56.590118,-118.872429,1024.49,2320,2014-04-09,2014-03-20,"Horizontal","MONTNEY L","VENTURION OIL LIMITED"
"5979","00/13-34-084-24W6/0","100133408424W600",56.316968,-121.68885,1881.87,4009,2016-04-14,2016-03-09,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"5980","00/14-02-084-25W6/0","100140208425W600",56.242769,-121.8157,2137.69,4366,2014-07-18,2014-01-20,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"5981","00/14-12-084-24W6/0","100141208424W600",56.288783,-121.686978,2059.65,4790,2018-03-16,2017-12-30,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"5982","00/14-12-086-22W6/0","100141208622W600",56.435307,-121.328724,1849,3222,NA,2008-07-27,"Horizontal","NA","KELT EXPLORATION (LNG) LTD."
"5983","00/14-23-086-01W6/0","100142308601W600",56.479516,-118.056279,881.7,1751,2005-10-23,2005-09-28,"Horizontal","MONTNEY C","EAGLE ENERGY INC."
"5984","00/14-24-084-24W6/2","100142408424W602",56.316968,-121.68885,1955.35,4690,2016-04-17,2016-02-24,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"5985","00/14-24-087-23W6/0","100142408723W600",56.590135,-121.536158,1910.26,4482,2016-12-11,2016-10-11,"Horizontal","MONTNEY A","KELT EXPLORATION (LNG) LTD."
"5986","00/14-26-083-25W6/0","100142608325W600",56.230642,-121.831974,2262.02,2370,NA,2012-12-02,"Vertical","NA","PROGRESS ENERGY CANADA LTD."
"5987","00/14-31-083-25W6/2","100143108325W602",56.233172,-121.928439,2438.69,3943,2013-11-04,2013-08-03,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"5988","00/15-02-084-25W6/0","100150208425W600",56.242877,-121.815558,2071.56,4076,2014-07-17,2013-12-23,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"5989","00/15-20-088-21W6/0","100152008821W600",56.636429,-121.301114,1649.58,3284,2017-08-08,2017-07-16,"Horizontal","MONTNEY A","LEUCROTTA EXPLORATION INC."
"5990","00/15-27-085-15W6/2","100152708515W602",56.401391,-120.264382,1709.74,2479,2008-09-24,2008-08-22,"Horizontal","MONTNEY A","LEUCROTTA EXPLORATION INC."
"5991","00/15-32-083-25W6/0","100153208325W600",56.233489,-121.884914,2384.97,4144,2013-10-22,2013-04-01,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"5992","00/15-36-085-23W6/0","100153608523W600",56.397464,-121.465659,1931.87,4435,NA,2015-09-13,"Horizontal","NA","ARC RESOURCES LTD."
"5993","00/16-05-084-24W6/0","100160508424W600",56.27671,-121.764207,2124.04,4385,2014-03-06,2011-11-02,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"5994","00/16-09-083-25W6/0","100160908325W600",56.196287,-121.892039,2242.92,3578,2012-10-22,2012-07-20,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"5995","00/16-21-084-24W6/0","100162108424W600",56.288778,-121.687705,1936.53,4131,2018-03-28,2017-10-25,"Horizontal","DOIG PHOSPHATE-MONTNEY A","ARC RESOURCES LTD."
"5996","00/16-32-083-25W6/0","100163208325W600",56.233584,-121.88474,2387.49,3871,2013-09-07,2013-04-28,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"5997","00/16-33-083-25W6/0","100163308325W600",56.231148,-121.86783,2390.96,3944,2013-08-24,2012-10-19,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"5998","00/A-021-G/093-P-09/0","200A021G093P0900",55.596254,-120.101494,2675.01,4340,2012-11-16,2012-07-05,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"5999","00/A-022-H/093-P-09/0","200A022H093P0900",55.601034,-120.016512,2646,2646,2006-11-04,2006-08-29,"Vertical","MONTNEY A","ENCANA CORPORATION"
"6000","00/A-023-B/093-P-09/0","200A023B093P0900",55.518617,-120.155534,2995,2995,2009-02-24,2007-04-13,"Vertical","MONTNEY A","MURPHY OIL COMPANY LTD."
"6001","00/A-023-G/093-P-09/0","200A023G093P0900",55.595845,-120.126452,2699.79,4420,2010-04-03,2009-11-11,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"6002","00/01-20-084-21W6/0","100012008421W600",56.305453,-121.297852,1658.56,3850,2017-10-25,2017-09-14,"Horizontal","MONTNEY A","PRIMAVERA RESOURCES CORP."
"6003","00/01-28-084-23W6/0","100012808423W600",56.308101,-121.563198,2139.66,2140,NA,2011-10-07,"Vertical","NA","ARC RESOURCES LTD."
"6004","00/01-31-083-24W6/0","100013108324W600",56.234261,-121.772508,2432,2432,NA,2008-07-21,"Vertical","NA","CANBRIAM ENERGY INC."
"6005","00/01-32-084-23W6/2","100013208423W602",56.308101,-121.563198,1815.73,3906,2011-11-12,2011-10-07,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"6006","00/01-34-082-23W6/0","100013408223W600",56.146686,-121.501119,2040,2040,NA,2005-01-14,"Vertical","MONTNEY A","ADURO RESOURCES LTD."
"6007","00/01-34-084-25W6/0","100013408425W600",56.302111,-121.85332,2108.08,3986,2015-03-13,2015-01-04,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"6008","00/01-34-085-22W6/2","100013408522W602",56.421651,-121.409586,1715.84,4255,2015-11-01,2015-08-07,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"6009","00/01-36-082-25W6/0","100013608225W600",56.161066,-121.796668,2116.27,3250,NA,2014-03-20,"Horizontal","NA","CANADIAN SPIRIT RESOURCES INC."
"6010","00/02-05-082-22W6/2","100020508222W602",56.075309,-121.373079,1928.01,3575,2014-07-03,2014-04-12,"Horizontal","MONTNEY A","CREW ENERGY INC."
"6011","00/02-22-088-23W6/2","100022208823W602",56.62224,-121.564354,1814.94,3952,2013-06-11,2013-05-22,"Horizontal","MONTNEY A","KELT EXPLORATION (LNG) LTD."
"6012","00/02-26-086-01W6/2","100022608601W602",56.486541,-118.053124,876.76,2000,2005-11-24,2005-10-20,"Horizontal","MONTNEY C","EAGLE ENERGY INC."
"6013","00/02-29-084-24W6/2","100022908424W602",56.287419,-121.720472,1997.43,4855,2014-02-10,2013-12-23,"Horizontal","DOIG PHOSPHATE-MONTNEY A","ARC RESOURCES LTD."
"6014","00/02-34-087-06W6/0","100023408706W600",56.591892,-118.865031,1017.23,2110,2008-06-16,2008-03-12,"Horizontal","MONTNEY L","VENTURION OIL LIMITED"
"6015","00/03-03-084-22W6/0","100030308422W600",56.263784,-121.420624,1758.7,4152,2012-10-28,2012-07-26,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"6016","00/03-05-082-22W6/0","100030508222W600",56.075489,-121.373071,1863.45,3987,2014-07-21,2014-05-15,"Horizontal","MONTNEY A","CREW ENERGY INC."
"6017","00/03-22-085-22W6/0","100032208522W600",56.379325,-121.386927,1809.84,1810,NA,2011-12-13,"Vertical","NA","TOURMALINE OIL CORP."
"6018","00/03-23-083-25W6/0","100032308325W600",56.216348,-121.851128,2312.18,3880,2014-03-25,2013-03-24,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"6019","00/04-04-083-19W6/0","100040408319W600",56.161709,-120.943824,1848.2,1915,NA,2011-02-21,"Vertical","NA","CREW ENERGY INC."
"6020","00/04-05-084-05W6/0","100040508405W600",56.256534,-118.747473,1035.08,2065,2008-11-01,2008-07-17,"Horizontal","MONTNEY I","TIDEWATER MIDSTREAM AND INFRASTRUCTURE LTD."
"6021","00/04-07-083-23W6/2","100040708323W602",56.158526,-121.607025,1740.69,4210,NA,2013-08-25,"Horizontal","NA","CREW ENERGY INC."
"6022","00/04-08-088-24W6/0","100040808824W600",56.627461,-121.800997,2024.69,3644,2013-10-04,2013-02-07,"Horizontal","MONTNEY A","CONOCOPHILLIPS CANADA RESOURCES CORP."
"6023","00/04-09-084-23W6/0","100040908423W600",56.26416,-121.577511,2146.84,2147,NA,2012-08-21,"Vertical","NA","ARC RESOURCES LTD."
"6024","00/04-20-084-24W6/0","100042008424W600",56.292798,-121.76379,2344.4,2345,NA,2011-03-28,"Vertical","NA","ARC RESOURCES LTD."
"6025","00/04-33-083-24W6/0","100043308324W600",56.229827,-121.737802,2254.87,2326,NA,2014-12-17,"Vertical","NA","PROGRESS ENERGY CANADA LTD."
"6026","00/05-04-087-07W6/0","100050408707W600",56.514624,-119.064786,1024.52,1164,NA,2007-10-25,"Horizontal","NA","CANADIAN NATURAL RESOURCES LIMITED"
"6027","00/04-35-084-25W6/0","100043508425W600",56.302166,-121.852847,2199.15,4149,2015-03-13,2014-11-19,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"6028","00/05-03-086-21W6/2","100050308621W602",56.429038,-121.269776,1740.42,3620,2015-09-01,2014-09-25,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"6029","00/05-05-083-24W6/0","100050508324W600",56.163609,-121.762986,2249.85,2251,NA,2008-08-08,"Vertical","NA","CANBRIAM ENERGY INC."
"6030","00/05-07-084-24W6/0","100050708424W600",56.245219,-121.782074,2003.75,4273,2015-10-19,2013-10-29,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"6031","00/05-16-084-24W6/2","100051608424W602",56.292798,-121.76379,2072.26,3994,2014-04-03,2011-03-28,"Horizontal","DOIG PHOSPHATE-MONTNEY A","ARC RESOURCES LTD."
"6032","00/05-26-086-01W6/0","100052608601W600",56.484445,-118.031713,869.35,1952,2007-04-10,2007-03-13,"Horizontal","MONTNEY C","EAGLE ENERGY INC."
"6033","00/05-27-085-15W6/0","100052708515W600",56.397795,-120.29107,1860,1860,1997-03-22,1997-02-23,"Vertical","MONTNEY A","SUN OIL FUND LTD."
"6034","00/06-03-084-01W6/0","100060308401W600",56.254156,-118.055752,941.22,1665,2011-04-04,2011-03-19,"Horizontal","MONTNEY A","RISING STAR RESOURCES LTD."
"6035","00/06-07-084-24W6/0","100060708424W600",56.245312,-121.7819,2099.9,4379,2014-07-08,2013-10-11,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"6036","00/06-18-082-22W6/0","100061808222W600",56.103005,-121.433409,2033.69,2160,NA,2004-11-12,"Vertical","MONTNEY A","ADURO RESOURCES LTD."
"6037","00/06-18-083-19W6/0","100061808319W600",56.194584,-120.99191,1711,1711,2008-10-25,2007-08-14,"Vertical","MONTNEY A","FIREWEED ENERGY LTD."
"6038","00/06-22-084-22W6/3","100062208422W603",56.29556,-121.389923,2086.09,2090,NA,2005-07-13,"Vertical","MONTNEY A","ARC RESOURCES LTD."
"6039","00/06-35-085-15W6/5","100063508515W605",56.410405,-120.256642,2721.82,2722,2006-11-12,2006-08-12,"Vertical","MONTNEY A","LEUCROTTA EXPLORATION INC."
"6040","00/07-08-086-22W6/0","100070808622W600",56.421382,-121.409904,1727.23,4435,2015-11-01,2015-08-23,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"6041","00/07-10-088-23W6/0","100071008823W600",56.616556,-121.572829,1766.03,3819.6,NA,2015-10-18,"Horizontal","NA","KELT EXPLORATION (LNG) LTD."
"6042","00/07-12-088-23W6/0","100071208823W600",56.640883,-121.524473,1811.35,4520,2016-03-07,2015-12-23,"Horizontal","MONTNEY A","KELT EXPLORATION (LNG) LTD."
"6043","00/07-17-087-23W6/0","100071708723W600",56.570853,-121.628196,1958.25,4705,2016-01-11,2015-11-23,"Horizontal","MONTNEY A","KELT EXPLORATION (LNG) LTD."
"6044","00/07-20-083-25W6/0","100072008325W600",56.196208,-121.892115,2286.4,3878,2012-12-10,2012-06-10,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"6045","00/07-25-083-26W6/0","100072508326W600",56.213533,-121.940461,2501.43,4220,2013-09-11,2013-01-04,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"6046","00/07-26-086-01W6/3","100072608601W603",56.48654,-118.052881,867.2,1955,2005-07-05,2005-06-29,"Horizontal","MONTNEY C","EAGLE ENERGY INC."
"6047","00/07-33-088-02W6/0","100073308802W600",56.672091,-118.247734,984,984,NA,2012-02-25,"Vertical","NA","CANAMAX ENERGY LTD."
"6048","00/08-02-089-03W6/0","100080208903W600",56.686842,-118.325477,914.16,2026,NA,2008-09-10,"Horizontal","NA","KELT EXPLORATION LTD."
"6049","00/08-03-084-01W6/0","100080308401W600",56.248866,-118.073888,945.86,2141.8,NA,2012-09-19,"Horizontal","NA","RISING STAR RESOURCES LTD."
"6050","00/08-05-090-05W6/0","100080509005W600",56.773562,-118.764528,1158.18,2147,2011-02-08,2011-01-10,"Horizontal","MONTNEY B","SYDCO ENERGY INC."
"6051","00/08-08-083-18W6/5","100080808318W605",56.179566,-120.799811,1874,1874,2004-10-01,1998-03-06,"Vertical","MONTNEY A","PREDATOR OIL BC LTD."
"6052","00/08-08-087-23W6/0","100080808723W600",56.547431,-121.623994,1894.38,3870,2014-01-15,2013-11-27,"Horizontal","MONTNEY A","KELT EXPLORATION (LNG) LTD."
"6053","00/08-09-088-10W6/0","100080908810W600",56.614579,-119.51749,1199.8,1200,NA,2012-08-06,"Vertical","NA","ENERCAPITA ENERGY LTD."
"6054","00/08-13-083-26W6/0","100081308326W600",56.210314,-121.972258,2355.62,4195,2012-06-02,2012-02-22,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"6055","00/08-16-086-08W6/0","100081608608W600",56.45542,-119.184767,1100.35,1113,NA,2011-09-29,"Vertical","NA","ENERCAPITA ENERGY LTD."
"6056","00/08-17-087-22W6/0","100081708722W600",56.567034,-121.463488,1860.98,4461,2017-03-22,2017-01-30,"Horizontal","MONTNEY A","KELT EXPLORATION (LNG) LTD."
"6057","00/08-20-083-19W6/2","100082008319W602",56.212711,-120.974162,1594.95,2792,2008-10-25,2008-02-18,"Horizontal","MONTNEY A","FIREWEED ENERGY LTD."
"6058","00/08-30-082-20W6/0","100083008220W600",56.136525,-121.106712,1955.1,1957,2008-04-04,2008-02-24,"Vertical","MONTNEY A","CREW ENERGY INC."
"6059","00/08-30-082-22W6/0","100083008222W600",56.138086,-121.42247,1995,1995,2009-02-19,2008-09-30,"Vertical","MONTNEY A","PROGRESS ENERGY CANADA LTD."
"6060","00/08-31-087-23W6/0","100083108723W600",56.570858,-121.628523,1833.07,3845,2015-03-19,2015-01-24,"Horizontal","MONTNEY A","KELT EXPLORATION (LNG) LTD."
"6061","00/09-03-088-22W6/4","100090308822W604",56.606365,-121.406585,1667.79,1688,NA,2006-01-29,"Vertical","NA","KELT EXPLORATION (LNG) LTD."
"6062","00/09-07-085-25W6/0","100090708525W600",56.35769,-121.928736,2374,2374,NA,2005-11-09,"Vertical","NA","CREW ENERGY INC."
"6063","00/09-09-083-25W6/0","100090908325W600",56.196128,-121.892191,2342.22,3829,2012-10-20,2012-04-30,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"6064","00/09-13-083-26W6/0","100091308326W600",56.21037,-121.972132,2364.38,4123,2012-06-02,2011-12-16,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"6065","00/09-23-084-24W6/0","100092308424W600",56.317325,-121.688722,1896.51,4355,2017-03-26,2017-03-01,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"6066","00/09-27-086-01W6/2","100092708601W602",56.47933,-118.05663,881.22,1970.5,2005-10-23,2005-09-01,"Horizontal","MONTNEY C","EAGLE ENERGY INC."
"6067","00/09-30-087-23W6/0","100093008723W600",56.553968,-121.646941,1911.45,4200,2017-01-27,2017-01-06,"Horizontal","MONTNEY A","YOHO RESOURCES INC."
"6068","00/09-34-083-25W6/0","100093408325W600",56.230416,-121.831258,2174.56,3865,2013-09-14,2012-10-10,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"6069","00/10-21-087-23W6/0","100102108723W600",56.573959,-121.61077,1839.84,3098,2014-11-18,2014-11-02,"Horizontal","DOIG S","KELT EXPLORATION (LNG) LTD."
"6070","00/10-22-084-25W6/4","100102208425W604",56.300141,-121.855539,2553.5,2553.5,NA,2004-09-04,"Vertical","NA","CREW ENERGY INC."
"6071","00/11-02-084-25W6/3","100110208425W603",56.24235,-121.814717,2237.78,4213,2012-10-31,2012-06-18,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"6072","00/11-09-087-23W6/0","100110908723W600",56.547282,-121.623473,1817.48,3314,2014-07-29,2014-07-17,"Horizontal","DOIG O","KELT EXPLORATION (LNG) LTD."
"6073","00/11-18-083-25W6/3","100111808325W603",56.21105,-121.970634,2462.99,4555,NA,2011-11-20,"Horizontal","NA","PROGRESS ENERGY CANADA LTD."
"6074","00/11-27-087-06W6/0","100112708706W600",56.587171,-118.86822,1015.49,2114,2007-11-08,2007-10-29,"Horizontal","MONTNEY L","VENTURION OIL LIMITED"
"6075","00/12-06-083-19W6/0","100120608319W600",56.170061,-121.017404,1473.8,1856.2,2005-12-21,2005-11-08,"Vertical","MONTNEY","ORPHAN FUND"
"6076","00/12-18-083-25W6/0","100121808325W600",56.210427,-121.972008,2351.28,4313,2012-06-03,2011-10-16,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"6077","00/12-26-086-01W6/0","100122608601W600",56.490355,-118.026791,860.57,2311,2006-10-06,2006-09-12,"Horizontal","MONTNEY C","EAGLE ENERGY INC."
"6078","00/12-31-083-25W6/0","100123108325W600",56.232223,-121.929667,2287.76,3860,2012-04-22,2011-12-05,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"6079","00/12-32-085-23W6/0","100123208523W600",56.431278,-121.625208,2062.86,4002,2014-07-24,2014-03-28,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"6080","00/12-36-083-25W6/0","100123608325W600",56.242671,-121.814332,1889.09,1890,NA,2012-06-18,"Vertical","NA","PROGRESS ENERGY CANADA LTD."
"6081","00/12-36-083-25W6/2","100123608325W602",56.242671,-121.814332,2423.63,2428,NA,2012-06-18,"Vertical","NA","PROGRESS ENERGY CANADA LTD."
"6082","00/13-05-083-19W6/2","100130508319W602",56.161709,-120.943824,1685.92,3818,2011-09-30,2011-02-21,"Horizontal","MONTNEY A","CREW ENERGY INC."
"6083","00/13-08-082-22W6/0","100130808222W600",56.099306,-121.41351,2062.45,2065,NA,2010-07-17,"Vertical","NA","CREW ENERGY INC."
"6084","00/13-08-084-22W6/0","100130808422W600",56.264009,-121.420622,1720.65,3626,2012-04-24,2011-07-06,"Horizontal","MONTNEY A","ARC RESOURCES LTD."
"6085","00/13-26-085-15W6/0","100132608515W600",56.40508,-120.252039,1707.12,2376,NA,2008-10-05,"Horizontal","NA","LEUCROTTA EXPLORATION INC."
"6086","00/13-31-083-25W6/0","100133108325W600",56.232296,-121.929574,2282.04,4003,2012-04-22,2012-02-01,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"6087","00/13-33-083-25W6/0","100133308325W600",56.233678,-121.884567,2391.85,3721,2013-09-06,2013-06-02,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"6088","00/13-35-083-25W6/0","100133508325W600",56.231185,-121.83071,2278.74,4010,2014-11-05,2014-05-30,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"6089","00/13-36-085-15W6/2","100133608515W602",56.417702,-120.234751,1841,1841,2006-12-14,2006-07-11,"Vertical","MONTNEY A","LEUCROTTA EXPLORATION INC."
"6090","00/14-13-084-25W6/0","100141308425W600",56.286167,-121.815334,2344.66,2350,NA,2010-08-23,"Vertical","NA","CREW ENERGY INC."
"6091","00/14-20-083-25W6/2","100142008325W602",56.231513,-121.927615,2291.61,4186,2012-05-12,2012-01-01,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"6092","00/14-32-083-25W6/0","100143208325W600",56.23264,-121.902944,2301.17,3780,2012-10-19,2012-03-31,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"6093","00/15-11-082-26W6/0","100151108226W600",56.088208,-121.929266,2286.25,4126,NA,2010-09-05,"Horizontal","NA","CREW ENERGY INC."
"6094","00/15-30-084-21W6/2","100153008421W602",56.305408,-121.298046,1658.35,2939,2012-01-20,2010-07-14,"Horizontal","MONTNEY A","PRIMAVERA RESOURCES CORP."
"6095","00/15-30-087-03W6/0","100153008703W600",56.566827,-118.45677,1033.13,2406,2011-02-02,2011-01-08,"Horizontal","GETHING-MONTNEY A","CANADIAN NATURAL RESOURCES LIMITED"
"6096","00/15-34-083-25W6/0","100153408325W600",56.231091,-121.830883,2352.03,4515,2014-11-05,2014-05-07,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"6097","00/15-36-082-24W6/0","100153608224W600",56.158526,-121.607025,1882.89,1883,NA,2013-08-25,"Vertical","NA","CREW ENERGY INC."
"6098","00/16-02-084-25W6/0","100160208425W600",56.243095,-121.815274,2063.83,3860,2014-07-18,2013-11-13,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"6099","00/16-03-085-19W6/2","100160308519W602",56.346519,-120.901177,1952,1952,1995-02-02,1994-09-15,"Vertical","MONTNEY B","CANADIAN NATURAL RESOURCES LIMITED"
"6100","00/16-10-088-23W6/0","100161008823W600",56.62224,-121.564354,1899.18,1900,NA,2013-05-22,"Vertical","NA","KELT EXPLORATION (LNG) LTD."
"6101","00/16-16-084-24W6/0","100161608424W600",56.287419,-121.720472,2318.58,2319,NA,2013-12-23,"Vertical","NA","ARC RESOURCES LTD."
"6102","00/16-27-083-25W6/0","100162708325W600",56.244847,-121.876396,2230.6,4412,2014-11-08,2014-06-29,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"6103","00/16-30-087-03W6/0","100163008703W600",56.566093,-118.456817,1029.46,2389,NA,2009-11-25,"Horizontal","NA","CANADIAN NATURAL RESOURCES LIMITED"
"6104","00/16-30-087-03W6/2","100163008703W602",56.566093,-118.456817,1026.92,2514,2009-12-09,2009-11-25,"Horizontal","GETHING-MONTNEY A","CANADIAN NATURAL RESOURCES LIMITED"
"6105","00/16-33-089-05W6/0","100163308905W600",56.768735,-118.742268,1125.29,2452,2012-02-03,2012-01-17,"Horizontal","MONTNEY B","WORMWOOD RESOURCES LTD."
"6106","00/03-27-084-24W6/0","100032708424W600",56.288785,-121.687099,1927.4,4312,2018-03-18,2017-12-12,"Horizontal","DOIG PHOSPHATE-MONTNEY A","ARC RESOURCES LTD."
"6107","00/06-30-083-25W6/0","100063008325W600",56.239058,-121.960981,2349.8,4289,2012-02-25,2011-10-30,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"6108","00/11-03-087-01W6/0","100110308701W600",56.507476,-118.040295,873.56,2585,NA,2017-11-22,"Horizontal","NA","CANAMAX ENERGY LTD."
"6109","00/11-19-083-25W6/2","100111908325W602",56.212325,-121.93938,2282.28,2320,NA,2012-12-06,"Vertical","NA","PROGRESS ENERGY CANADA LTD."
"6110","00/11-36-082-20W6/0","100113608220W600",56.154619,-120.992389,1875,1875,2008-05-28,2007-03-25,"Vertical","MONTNEY A","CREW ENERGY INC."
"6111","00/16-34-085-18W6/0","100163408518W600",56.418913,-120.744451,1777.84,1805,2006-12-23,2006-09-05,"Vertical","MONTNEY A","HURON RESOURCES CORP."
"6112","00/A-001-H/093-P-09/0","200A001H093P0900",55.588979,-120.031767,2427.79,4201,2013-01-03,2012-10-20,"Horizontal","MONTNEY A","MURPHY OIL COMPANY LTD."
"6113","00/A-003-F/093-P-09/0","200A003F093P0900",55.586943,-120.275204,2931.8,2931.8,2006-04-13,2006-02-14,"Vertical","MONTNEY A","ENCANA CORPORATION"
"6114","00/A-007-I/094-B-01/0","200A007I094B0100",56.183266,-122.098889,2490.16,4492,NA,2010-09-23,"Horizontal","NA","CANBRIAM ENERGY INC."
"6115","00/A-008-G/093-P-09/0","200A008G093P0900",55.591122,-120.232409,2779.67,4074,2010-07-24,2010-01-20,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"6116","00/A-011-I/094-B-07/0","200A011I094B0700",56.428499,-122.507718,1955.64,2100,NA,2005-03-09,"Vertical","NA","CANADIAN NATURAL RESOURCES LIMITED"
"6117","00/A-014-D/094-A-13/0","200A014D094A1300",56.781407,-121.935809,2018.09,4285,2016-12-14,2016-01-20,"Horizontal","MONTNEY A","CONOCOPHILLIPS CANADA RESOURCES CORP."
"6118","00/A-014-H/093-P-09/0","200A014H093P0900",55.598914,-120.057871,2393.11,3600,2007-04-22,2007-01-20,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"6119","00/A-015-F/094-B-08/0","200A015F094B0800",56.359652,-122.31341,2462.32,4286,2016-08-27,2015-10-08,"Horizontal","DOIG PHOSPHATE-MONTNEY A","PROGRESS ENERGY CANADA LTD."
"6120","00/A-015-G/093-P-09/0","200A015G093P0900",55.601137,-120.194988,2748.57,4265,2013-11-15,2013-10-17,"Horizontal","MONTNEY A","ENCANA CORPORATION"
"6121","00/A-018-C/094-A-13/0","200A018C094A1300",56.741222,-121.827683,NA,NA,NA,NA,"Horizontal","NA","CONOCOPHILLIPS CANADA RESOURCES CORP."
"6122","00/A-030-A/093-P-09/0","200A030A093P0900",55.517549,-120.113555,2958.71,2959,NA,2008-08-04,"Vertical","NA","MURPHY OIL COMPANY LTD."
"6123","00/A-033-A/093-P-09/0","200A033A093P0900",55.535299,-120.057573,2716.76,4555,2010-09-06,2010-05-07,"Horizontal","MONTNEY A","MURPHY OIL COMPANY LTD."
"6124","00/A-033-L/093-P-07/2","200A033L093P0702",55.431883,-120.880455,3664.68,5330,2011-11-28,2010-10-24,"Horizontal","MONTNEY A","ENCANA CORPORATION"
